driving,Driving,The act of operating a vehicle,ड्राइविंग,एक वाहन संचालित करने का कार्य,ड्रायव्हिंग,वाहन चालवण्याची कृती,,,,,,,,,,,,,Same
drop,Drop,To fall or let fall in a lower position,बूँद,गिरने या निचली स्थिति में गिरने के लिए,थेंब,घसरणे किंवा खालच्या स्थितीत पडणे,,,,,,,,,,,,,Same
drug,Drug,A substance used for medical or recreational purposes,दवाई,चिकित्सा या मनोरंजक उद्देश्यों के लिए इस्तेमाल किया जाने वाला पदार्थ,औषध,वैद्यकीय किंवा मनोरंजक उद्देशाने वापरलेला पदार्थ,,,,,,,,,,,,,Same
drum,Drum,A percussion instrument,ड्रम,एक पर्क्यूशन इंस्ट्रूमेंट,ड्रम,एक पर्क्युशन इन्स्ट्रुमेंट,,,,,,,,,,,,,Same
drunk,Drunk,Intoxicated by alcohol,पिया हुआ,शराब द्वारा नशे में,मद्यधुंद,अल्कोहोलद्वारे मादक,,,,,,,,,,,,,Same
dry,Dry,Lacking moisture or wetness,सूखा,नमी या गीलापन में कमी,कोरडे,ओलावा किंवा ओलेपणाचा अभाव,,,,,,,,,,,,,Same
due,Due,Expected or owed,देय,अपेक्षित या बकाया,देय,अपेक्षित किंवा देणे,,,,,,,,,,,,,Same
during,During,Throughout the course of,दौरान,के दौरान,दरम्यान,च्या संपूर्ण काळात,,,,,,,,,,,,,Same
dust,Dust,Fine particles of matter in the air or on surfaces,धूल,हवा में या सतहों पर पदार्थ के ठीक कण,धूळ,हवेत किंवा पृष्ठभागावर पदार्थांचे बारीक कण,,,,,,,,,,,,,Same
duty,Duty,A moral or legal obligation or responsibility,कर्तव्य,एक नैतिक या कानूनी दायित्व या जिम्मेदारी,कर्तव्य,नैतिक किंवा कायदेशीर बंधन किंवा जबाबदारी,,,,,,,,,,,,,Same
DVD,DVD,A type of digital optical disc,डीवीडी,एक प्रकार का डिजिटल ऑप्टिकल डिस्क,डीव्हीडी,डिजिटल ऑप्टिकल डिस्कचा एक प्रकार,,,,,,,,,,,,,Same
each,Each,Every one of a group,प्रत्येक,एक समूह का हर एक,प्रत्येक,प्रत्येक गट,,,,,,,,,,,,,Same
ear,Ear,The organ of hearing in humans and other mammals,कान,मनुष्यों और अन्य स्तनधारियों में सुनने का अंग,कान,मानवांमध्ये आणि इतर सस्तन प्राण्यांमध्ये सुनावणीचे अवयव,,,,,,,,,,,,,Same
early,Early,Before the usual or expected time,जल्दी,सामान्य या अपेक्षित समय से पहले,लवकर,नेहमीच्या किंवा अपेक्षित वेळेपूर्वी,,,,,,,,,,,,,Same
earn,Earn,To obtain money or compensation,कमाना,धन या मुआवजा प्राप्त करने के लिए,कमवा,पैसे किंवा भरपाई मिळविण्यासाठी,,,,,,,,,,,,,Same
earth,Earth,The planet we live on,धरती,जिस ग्रह पर हम रहते हैं,पृथ्वी,आम्ही ज्या ग्रहावर राहतो,,,,,,,,,,,,,Same
earthquake,Earthquake,A sudden shaking of the Earth's surface,भूकंप,पृथ्वी की सतह का अचानक झटके,भूकंप,पृथ्वीवरील पृष्ठभाग अचानक थरथर कापत आहे,,,,,,,,,,,,,Same
easily,Easily,Without difficulty or effort,आसानी से,बिना किसी कठिनाई या प्रयास के,सहज,अडचण किंवा प्रयत्नांशिवाय,,,,,,,,,,,,,Same
east,East,The direction toward the sunrise,पूर्व,सूर्योदय की ओर दिशा,पूर्व,सूर्योदयाच्या दिशेने दिशा,,,,,,,,,,,,,Same
eastern,Eastern,Relating to or located in the east,पूर्व का,पूर्व में या उससे संबंधित,पूर्व,पूर्वेशी संबंधित किंवा स्थित,,,,,,,,,,,,,Same
easy,Easy,Not difficult or demanding,आसान,मुश्किल या मांग नहीं है,सुलभ,कठीण किंवा मागणी नाही,,,,,,,,,,,,,Same
eat,Eat,To consume food,खाना,भोजन का उपभोग करने के लिए,खा,अन्न सेवन करणे,,,,,,,,,,,,,Same
economic,Economic,Relating to the economy or economics,आर्थिक,अर्थव्यवस्था या अर्थशास्त्र से संबंधित,अर्थिक,अर्थव्यवस्था किंवा अर्थशास्त्राशी संबंधित,,,,,,,,,,,,,Same
economy,Economy,The wealth and resources of a country or region,अर्थव्यवस्था,किसी देश या क्षेत्र के धन और संसाधन,अर्थव्यवस्था,देश किंवा प्रदेशाची संपत्ती आणि संसाधने,,,,,,,,,,,,,Same
edge,Edge,The outermost part or boundary,किनारा,सबसे बाहरी भाग या सीमा,धार,बाह्य भाग किंवा सीमा,,,,,,,,,,,,,Same
edit,Edit,To revise or correct written or recorded material,संपादन करना,लिखित या रिकॉर्ड की गई सामग्री को संशोधित या सही करने के लिए,सुधारणे,लिखित किंवा रेकॉर्ड केलेली सामग्री सुधारित करणे किंवा दुरुस्त करणे,,,,,,,,,,,,,Same
edition,Edition,A version or printing of a book or other work,संस्करण,किसी पुस्तक या अन्य काम का एक संस्करण या मुद्रण,संस्करण,पुस्तक किंवा इतर कामाची आवृत्ती किंवा मुद्रण,,,,,,,,,,,,,Same
editor,Editor,A person who edits or prepares written or recorded material,संपादक,एक व्यक्ति जो लिखित या रिकॉर्ड की गई सामग्री का संपादन या तैयार करता है,संपादक,एखादी व्यक्ती जी लेखी किंवा रेकॉर्ड केलेली सामग्री संपादित करते किंवा तयार करते,,,,,,,,,,,,,Same
educate,Educate,To provide knowledge or training,शिक्षित,ज्ञान या प्रशिक्षण प्रदान करने के लिए,शिकवणे,ज्ञान किंवा प्रशिक्षण प्रदान करण्यासाठी,,,,,,,,,,,,,Same
educated,Educated,Having been educated or trained,शिक्षित,शिक्षित या प्रशिक्षित किया गया,शिक्षित,सुशिक्षित किंवा प्रशिक्षण घेतलेले,,,,,,,,,,,,,Same
education,Education,The process of acquiring knowledge or skills,शिक्षा,ज्ञान या कौशल प्राप्त करने की प्रक्रिया,शिक्षण,ज्ञान किंवा कौशल्ये संपादन करण्याची प्रक्रिया,,,,,,,,,,,,,Same
educational,Educational,Relating to education or teaching,शिक्षात्मक,शिक्षा या शिक्षण से संबंधित,शैक्षणिक,शिक्षण किंवा अध्यापनाशी संबंधित,,,,,,,,,,,,,Same
effect,Effect,A result or consequence of an action,प्रभाव,एक कार्रवाई का परिणाम या परिणाम,प्रभाव,कृतीचा परिणाम किंवा परिणाम,,,,,,,,,,,,,Same
effective,Effective,Producing the intended result or effect,असरदार,इच्छित परिणाम या प्रभाव का उत्पादन,प्रभावी,इच्छित परिणाम किंवा परिणाम तयार करणे,,,,,,,,,,,,,Same
effectively,Effectively,In a way that produces the intended result or effect,प्रभावी रूप से,एक तरह से जो इच्छित परिणाम या प्रभाव पैदा करता है,प्रभावीपणे,अशा प्रकारे उद्दीष्ट परिणाम किंवा प्रभाव निर्माण होतो,,,,,,,,,,,,,Same
efficient,Efficient,Performing a task with minimal wasted effort,कुशल,न्यूनतम व्यर्थ प्रयास के साथ एक कार्य करना,कार्यक्षम,कमीतकमी वाया गेलेल्या प्रयत्नांसह कार्य करत आहे,,,,,,,,,,,,,Same
effort,Effort,Physical or mental exertion towards a goal,कोशिश,एक लक्ष्य के प्रति शारीरिक या मानसिक परिश्रम,प्रयत्न,एखाद्या ध्येयाकडे शारीरिक किंवा मानसिक श्रम,,,,,,,,,,,,,Same
egg,Egg,A reproductive structure laid by a female bird or reptile,अंडा,एक मादा पक्षी या सरीसृप द्वारा निर्धारित एक प्रजनन संरचना,अंडे,एक मादी पक्षी किंवा सरपटणारे प्राणी यांनी घातलेली एक पुनरुत्पादक रचना,,,,,,,,,,,,,Same
eight number,Eight,The number after seven,आठ,सात के बाद की संख्या,आठ,सात नंतरची संख्या,,,,,,,,,,,,,Different
eighteen number,Eighteen,The number after seventeen,अठारह,सत्रह के बाद की संख्या,अठरा,सतरा नंतरची संख्या,,,,,,,,,,,,,Different
eighty number,Eighty,The number after seventy-nine,अस्सी,सत्तर-नौ के बाद की संख्या,ऐंशी,एकोणतीस नंतरची संख्या,,,,,,,,,,,,,Different
either,Either,One or the other of two,दोनों में से एक,एक या दो में से एक,एकतर,दोन किंवा दुसरे दोन,,,,,,,,,,,,,Same
elderly,Elderly,Old or aging,बुज़ुर्ग,पुरानी या उम्र बढ़ने,वृद्ध,जुने किंवा वृद्धत्व,,,,,,,,,,,,,Same
elect,Elect,To choose or select by vote or other means,इलेक्ट्रोनिक,वोट या अन्य साधनों द्वारा चुनने या चयन करने के लिए,निवडून घ्या,मत किंवा इतर माध्यमांद्वारे निवडण्यासाठी किंवा निवडण्यासाठी,,,,,,,,,,,,,Same
election,Election,The process of voting for a candidate or proposal,चुनाव,किसी उम्मीदवार या प्रस्ताव के लिए मतदान की प्रक्रिया,निवडणूक,उमेदवार किंवा प्रस्तावासाठी मतदान करण्याची प्रक्रिया,,,,,,,,,,,,,Same
electric,Electric,Relating to or operated by electricity,बिजली,बिजली द्वारा संचालित या संचालित,इलेक्ट्रिक,वीजशी संबंधित किंवा ऑपरेट करणे,,,,,,,,,,,,,Same
electrical,Electrical,Relating to electricity,विद्युतीय,बिजली से संबंधित,विद्युत,विजेशी संबंधित,,,,,,,,,,,,,Same
electricity,Electricity,A form of energy resulting from the movement of charged particles,बिजली,चार्ज कणों के आंदोलन से उत्पन्न ऊर्जा का एक रूप,वीज,चार्ज केलेल्या कणांच्या हालचालीमुळे उद्भवणार्‍या उर्जेचा एक प्रकार,,,,,,,,,,,,,Same
electronic,Electronic,Relating to or using devices that operate by controlling the flow of electrons,इलेक्ट्रोनिक,उन उपकरणों से संबंधित या उपयोग करना जो इलेक्ट्रॉनों के प्रवाह को नियंत्रित करके संचालित होते हैं,इलेक्ट्रॉनिक,इलेक्ट्रॉनचा प्रवाह नियंत्रित करून कार्य करणारे डिव्हाइस संबंधित किंवा वापरणे,,,,,,,,,,,,,Same
element,Element,A substance that cannot be broken down into simpler substances by chemical means,तत्व,एक पदार्थ जिसे रासायनिक साधनों द्वारा सरल पदार्थों में नहीं तोड़ा जा सकता है,घटक,एक पदार्थ जो रासायनिक मार्गाने सोप्या पदार्थांमध्ये मोडला जाऊ शकत नाही,,,,,,,,,,,,,Same
elephant,Elephant,"A large, gray mammal with a long trunk and tusks",हाथी,"एक बड़े, भूरे रंग के स्तनपायी एक लंबे ट्रंक और टस्क के साथ",हत्ती,"एक लांब खोड आणि टस्कसह एक मोठा, राखाडी सस्तन प्राणी",,,,,,,,,,,,,Same
eleven number,Eleven,The number after ten,ग्यारह,दस के बाद की संख्या,अकरा,दहा नंतरची संख्या,,,,,,,,,,,,,Different
else,Else,In addition to what has been mentioned,अन्य,इसके अलावा जो उल्लेख किया गया है,अन्यथा,जे नमूद केले आहे त्या व्यतिरिक्त,,,,,,,,,,,,,Same
elsewhere,Elsewhere,In or to a place other than here or where mentioned,कहीं,"या यहाँ के अलावा या जहां उल्लेख किया गया है, उसमें या",इतरत्र,येथे किंवा इतर ठिकाणी किंवा जेथे नमूद केले आहे तेथे,,,,,,,,,,,,,Same
email,Email,A message sent electronically over the internet,ईमेल,इंटरनेट पर इलेक्ट्रॉनिक रूप से भेजा गया एक संदेश,ईमेल,एक संदेश इंटरनेटवर इलेक्ट्रॉनिक पद्धतीने पाठविला,,,,,,,,,,,,,Same
embarrassed,Embarrassed,"Feeling ashamed, self-conscious, or uncomfortable",शर्मिंदा,"शर्मिंदा, आत्म-सचेत या असहज महसूस करना",लाजिरवाणे,"लाज, आत्म-जागरूक किंवा अस्वस्थ वाटत आहे",,,,,,,,,,,,,Same
embarrassing,Embarrassing,Causing feelings of shame or discomfort,शर्मिंदा करने वाला,शर्म या असुविधा की भावनाओं का कारण,लाजिरवाणे,लाज किंवा अस्वस्थतेची भावना निर्माण करते,,,,,,,,,,,,,Same
emerge,Emerge,To come into view or become known or visible,उभरना,देखने या ज्ञात या दृश्य में आने के लिए,उदय,दृष्टीक्षेपात येणे किंवा ज्ञात किंवा दृश्यमान होणे,,,,,,,,,,,,,Same
emergency,Emergency,"A serious, unexpected, or dangerous situation",आपातकाल,"एक गंभीर, अप्रत्याशित या खतरनाक स्थिति",आणीबाणी,"एक गंभीर, अनपेक्षित किंवा धोकादायक परिस्थिती",,,,,,,,,,,,,Same
emotion,Emotion,"A strong feeling such as love, fear, or anger",भावना,"प्यार, भय या क्रोध जैसी एक मजबूत भावना",भावना,"प्रेम, भीती किंवा राग यासारखी तीव्र भावना",,,,,,,,,,,,,Same
emotional,Emotional,Characterized by strong feelings or emotions,भावनात्मक,मजबूत भावनाओं या भावनाओं की विशेषता है,भावनिक,तीव्र भावना किंवा भावनांनी वैशिष्ट्यीकृत,,,,,,,,,,,,,Same
emphasis,Emphasis,Special importance or attention given to something,ज़ोर,किसी चीज़ पर विशेष महत्व या ध्यान दिया गया,जोर,एखाद्या गोष्टीकडे विशेष महत्त्व किंवा लक्ष दिले,,,,,,,,,,,,,Same
emphasize,Emphasize,To give special importance or attention to something,ज़ोर देना,किसी चीज़ पर विशेष महत्व या ध्यान देने के लिए,जोर द्या,एखाद्या गोष्टीकडे विशेष महत्त्व किंवा लक्ष देणे,,,,,,,,,,,,,Same
employ,Employ,To give work to someone and pay them for it,काम,किसी को काम देना और इसके लिए उन्हें भुगतान करना,रोजगार,एखाद्यास काम देणे आणि त्यासाठी पैसे देणे,,,,,,,,,,,,,Same
employee,Employee,A person who works for a company or organization,कर्मचारी,एक व्यक्ति जो किसी कंपनी या संगठन के लिए काम करता है,कर्मचारी,एखादी व्यक्ती जी कंपनी किंवा संस्थेसाठी काम करते,,,,,,,,,,,,,Same
employer,Employer,A person or organization that employs people,नियोक्ता,एक व्यक्ति या संगठन जो लोगों को रोजगार देता है,मालक,एखादी व्यक्ती किंवा संस्था जी लोकांना नोकरी करते,,,,,,,,,,,,,Same
employment,Employment,The state of having a job or being employed,रोज़गार,नौकरी करने या नियोजित होने की स्थिति,रोजगार,नोकरी मिळण्याची किंवा नोकरीची स्थिती,,,,,,,,,,,,,Same
empty,Empty,Containing nothing or having nothing inside,खाली,कुछ भी नहीं है या अंदर कुछ भी नहीं है,रिक्त,काहीही नसलेले किंवा आत काहीही नसलेले,,,,,,,,,,,,,Same
enable,Enable,To make something possible or allow it to happen,सक्षम,कुछ संभव बनाने के लिए या ऐसा होने दें,सक्षम करा,काहीतरी शक्य करण्यासाठी किंवा ते होऊ द्या,,,,,,,,,,,,,Same
encounter,Encounter,To meet or come across something/someone unexpectedly,सामना करना,किसी चीज़ से मिलने या किसी को अप्रत्याशित रूप से आने के लिए,सामना,एखादी गोष्ट/अनपेक्षितपणे भेटण्यासाठी किंवा भेटण्यासाठी,,,,,,,,,,,,,Same
encourage,Encourage,To inspire or motivate someone to do something,प्रोत्साहित करना,किसी को कुछ करने के लिए प्रेरित या प्रेरित करने के लिए,प्रोत्साहित करा,एखाद्याला काहीतरी करण्यास प्रेरणा देणे किंवा प्रेरित करणे,,,,,,,,,,,,,Same
end,End,The conclusion or final part of something,अंत,किसी चीज का निष्कर्ष या अंतिम भाग,शेवट,एखाद्या गोष्टीचा निष्कर्ष किंवा अंतिम भाग,,,,,,,,,,,,,Same
ending,Ending,The final part of something,समापन,किसी चीज का अंतिम भाग,समाप्त,एखाद्या गोष्टीचा अंतिम भाग,,,,,,,,,,,,,Same
enemy,Enemy,A person or thing that is opposed to someone/something,दुश्मन,एक व्यक्ति या चीज जो किसी के विरोध में है/कुछ है,शत्रू,एखादी व्यक्ती किंवा वस्तू जी एखाद्यास/एखाद्या गोष्टीला विरोध करते,,,,,,,,,,,,,Same
energy,Energy,The ability to do work or make things happen,ऊर्जा,काम करने या चीजों को बनाने की क्षमता,ऊर्जा,काम करण्याची किंवा गोष्टी घडविण्याची क्षमता,,,,,,,,,,,,,Same
engage,Engage,To involve or participate in something,काम पर लगाना,किसी चीज में शामिल या भाग लेने के लिए,व्यस्त,एखाद्या गोष्टीमध्ये सामील होणे किंवा त्यात भाग घेणे,,,,,,,,,,,,,Same
engaged,Engaged,Involved or occupied with something,काम में लगा हुआ,किसी चीज के साथ शामिल या कब्जा कर लिया,व्यस्त,गुंतलेले किंवा काहीतरी व्यापलेले,,,,,,,,,,,,,Same
engine,Engine,A machine that produces mechanical power,इंजन,एक मशीन जो यांत्रिक शक्ति का उत्पादन करती है,इंजिन,यांत्रिक शक्ती निर्माण करणारी एक मशीन,,,,,,,,,,,,,Same
engineer,Engineer,"A person who designs and builds machines, engines, etc.",अभियंता,"एक व्यक्ति जो मशीन, इंजन, आदि डिजाइन और निर्माण करता है।",अभियंता,"एखादी व्यक्ती जी मशीन, इंजिन इ. डिझाइन करते आणि तयार करते.",,,,,,,,,,,,,Same
engineering,Engineering,"The branch of science and technology that deals with the design, building, and use of engines, machines, etc.",अभियांत्रिकी,"विज्ञान और प्रौद्योगिकी की शाखा जो इंजन, मशीनों, आदि के डिजाइन, भवन और उपयोग से संबंधित है।",अभियांत्रिकी,"इंजिन, मशीन इत्यादींचे डिझाइन, इमारत आणि वापराशी संबंधित विज्ञान आणि तंत्रज्ञानाची शाखा.",,,,,,,,,,,,,Same
enhance,Enhance,To improve or increase the quality or value of something,बढ़ाना,किसी चीज़ की गुणवत्ता या मूल्य में सुधार या बढ़ाने के लिए,वाढविण्यासाठी,एखाद्या गोष्टीची गुणवत्ता किंवा मूल्य सुधारण्यासाठी किंवा वाढविण्यासाठी,,,,,,,,,,,,,Same
enjoy,Enjoy,To take pleasure in something,आनंद लेना,किसी चीज में आनंद लेने के लिए,आनंद घ्या,एखाद्या गोष्टीमध्ये आनंद घेणे,,,,,,,,,,,,,Same
enormous,Enormous,Very large or huge,विशाल,बहुत बड़ा या विशाल,प्रचंड,खूप मोठे किंवा प्रचंड,,,,,,,,,,,,,Same
enough,Enough,An adequate or sufficient amount of something,पर्याप्त,किसी चीज की पर्याप्त या पर्याप्त मात्रा में,पुरेसा,एखाद्या गोष्टीची पुरेशी किंवा पुरेशी रक्कम,,,,,,,,,,,,,Same
enquiry,Enquiry,A request for information or an investigation,जाँच करना,सूचना या जांच के लिए एक अनुरोध,चौकशी,माहिती किंवा तपासणीसाठी विनंती,,,,,,,,,,,,,Same
ensure,Ensure,To make certain or guarantee that something happens or is done,सुनिश्चित करना,कुछ या गारंटी देने के लिए कि कुछ होता है या किया जाता है,खात्री करा,काहीतरी घडते किंवा केले आहे याची हमी देणे किंवा हमी देणे,,,,,,,,,,,,,Same
enter,Enter,To go into something/somewhere,प्रवेश करना,किसी चीज़ में जाने के लिए/कहीं,प्रविष्ट करा,काहीतरी/कुठेतरी जाणे,,,,,,,,,,,,,Same
entertain,Entertain,To provide amusement or enjoyment for someone,मनोरंजन,किसी के लिए मनोरंजन या आनंद प्रदान करने के लिए,मनोरंजन,एखाद्यासाठी करमणूक किंवा आनंद प्रदान करणे,,,,,,,,,,,,,Same
entertainment,Entertainment,Activities that provide amusement or enjoyment,मनोरंजन,ऐसी गतिविधियाँ जो मनोरंजन या आनंद प्रदान करती हैं,करमणूक,करमणूक किंवा आनंद प्रदान करणारे क्रियाकलाप,,,,,,,,,,,,,Same
enthusiasm,Enthusiasm,Intense and eager enjoyment or interest in something,उत्साह,तीव्र और उत्सुक आनंद या किसी चीज में रुचि,उत्साह,तीव्र आणि उत्सुक आनंद किंवा एखाद्या गोष्टीमध्ये रस,,,,,,,,,,,,,Same
enthusiastic,Enthusiastic,Having or showing intense and eager enjoyment or interest,उत्साही,गहन और उत्सुक आनंद या रुचि दिखाना,उत्साही,तीव्र आणि उत्सुक आनंद किंवा स्वारस्य असणे किंवा दर्शविणे,,,,,,,,,,,,,Same
entire,Entire,Whole or complete,पूरा,संपूर्ण या पूर्ण,संपूर्ण,संपूर्ण किंवा पूर्ण,,,,,,,,,,,,,Same
entirely,Entirely,Completely or wholly,पूरी तरह से,पूरी तरह से या पूरी तरह से,संपूर्णपणे,पूर्णपणे किंवा संपूर्णपणे,,,,,,,,,,,,,Same
entrance,Entrance,The point of entry or a way to enter something/somewhere,प्रवेश,प्रवेश की बात या कुछ दर्ज करने का एक तरीका/कहीं,प्रवेश,प्रवेशाचा बिंदू किंवा काहीतरी/कुठेतरी प्रविष्ट करण्याचा मार्ग,,,,,,,,,,,,,Same
entry,Entry,The act of entering or a way to enter something/somewhere,प्रवेश,प्रवेश करने का कार्य या किसी चीज़ में प्रवेश करने का तरीका/कहीं,प्रविष्टी,प्रवेश करण्याची कृती किंवा काहीतरी/कुठेतरी प्रवेश करण्याचा मार्ग,,,,,,,,,,,,,Same
environment,Environment,The surroundings or conditions in which someone/something operates or exists,पर्यावरण,परिवेश या ऐसी शर्तें जिनमें कोई/कुछ संचालित होता है या मौजूद होता है,वातावरण,आजूबाजूचा किंवा परिस्थिती ज्यामध्ये एखादी व्यक्ती/काहीतरी चालते किंवा अस्तित्वात आहे,,,,,,,,,,,,,Same
environmental,Environmental,Relating to the environment or its protection,पर्यावरण,पर्यावरण या इसकी सुरक्षा से संबंधित,पर्यावरणविषयक,पर्यावरण किंवा त्याच्या संरक्षणाशी संबंधित,,,,,,,,,,,,,Same
episode,Episode,An event or a part of a series of events,एपिसोड,एक घटना या घटनाओं की एक श्रृंखला का एक हिस्सा,भाग,कार्यक्रम किंवा कार्यक्रमांच्या मालिकेचा एक भाग,,,,,,,,,,,,,Same
equal,Equal,"Having the same status, rights, or value as something/someone else",बराबर,"एक ही स्थिति, अधिकार, या कुछ के रूप में मूल्य/किसी और के रूप में",समान,"समान स्थिती, हक्क किंवा इतर एखाद्यासारखे मूल्य आहे",,,,,,,,,,,,,Same
equally,Equally,To the same extent or degree as something/someone else,समान रूप से,उसी हद तक या किसी और के रूप में डिग्री,तितकेच,काहीतरी/इतर कोणासही त्याच प्रमाणात किंवा पदवी,,,,,,,,,,,,,Same
equipment,Equipment,The necessary items or tools for a particular purpose,उपकरण,किसी विशेष उद्देश्य के लिए आवश्यक आइटम या उपकरण,उपकरणे,विशिष्ट हेतूसाठी आवश्यक वस्तू किंवा साधने,,,,,,,,,,,,,Same
error,Error,A mistake or a fault,गलती,एक गलती या एक गलती,त्रुटी,चूक किंवा चूक,,,,,,,,,,,,,Same
escape,Escape,To get away from something/someone or to avoid something/someone,पलायन,किसी चीज़ से दूर जाने के लिए या किसी को/किसी से बचने के लिए,पळून,एखाद्या गोष्टीपासून/एखाद्यापासून दूर जाणे किंवा काहीतरी/एखाद्यास टाळण्यासाठी,,,,,,,,,,,,,Same
especially,Especially,Particularly or notably,विशेष रूप से,विशेष रूप से या विशेष रूप से,विशेषतः,विशेषतः किंवा विशेषतः,,,,,,,,,,,,,Same
essay,Essay,A short piece of writing on a particular subject,निबंध,किसी विशेष विषय पर लेखन का एक छोटा टुकड़ा,निबंध,एखाद्या विशिष्ट विषयावर लेखनाचा एक छोटासा तुकडा,,,,,,,,,,,,,Same
essential,Essential,Absolutely necessary or very important,आवश्यक,बिल्कुल आवश्यक या बहुत महत्वपूर्ण,अत्यावश्यक,पूर्णपणे आवश्यक किंवा खूप महत्वाचे,,,,,,,,,,,,,Same
establish,Establish,To set up or found something,स्थापित करना,सेट अप करना या कुछ मिला,स्थापना,सेट अप करणे किंवा काहीतरी सापडले,,,,,,,,,,,,,Same
estate,Estate,A large piece of land or property,जागीर,भूमि या संपत्ति का एक बड़ा टुकड़ा,इस्टेट,जमीन किंवा मालमत्तेचा एक मोठा तुकडा,,,,,,,,,,,,,Same
estimate,Estimate,An approximate calculation or judgement,अनुमान लगाना,एक अनुमानित गणना या निर्णय,अंदाज,अंदाजे गणना किंवा निर्णय,,,,,,,,,,,,,Same
ethical,Ethical,Relating to moral principles or values,नैतिक,नैतिक सिद्धांतों या मूल्यों से संबंधित,नैतिक,नैतिक तत्त्वे किंवा मूल्यांशी संबंधित,,,,,,,,,,,,,Same
euro,Euro,The currency used in many countries of the European Union,यूरो,यूरोपीय संघ के कई देशों में उपयोग की जाने वाली मुद्रा,युरो,युरोपियन युनियनच्या बर्‍याच देशांमध्ये वापरलेले चलन,,,,,,,,,,,,,Same
evaluate,Evaluate,To assess or judge the quality or value of something,मूल्यांकन करना,किसी चीज़ की गुणवत्ता या मूल्य का आकलन या न्याय करना,मूल्यांकन करा,एखाद्या गोष्टीची गुणवत्ता किंवा मूल्य मूल्यांकन करणे किंवा न्याय करणे,,,,,,,,,,,,,Same
even,Even,Flat or level or to the same degree or extent as something/someone else,यहां तक ​​की,फ्लैट या स्तर या एक ही डिग्री या कुछ के रूप में किसी और के रूप में,सम,सपाट किंवा पातळी किंवा समान डिग्री किंवा काही प्रमाणात/इतर कोणास,,,,,,,,,,,,,Same
evening,Evening,The time of day between the end of the afternoon and the beginning of the night,शाम,दोपहर के अंत और रात की शुरुआत के बीच दिन का समय,संध्याकाळ,दुपारच्या शेवटी आणि रात्रीच्या सुरूवातीच्या दरम्यान दिवसाची वेळ,,,,,,,,,,,,,Same
event,Event,"Something that happens or takes place, especially one of importance or significance",आयोजन,"कुछ ऐसा होता है या होता है, विशेष रूप से महत्व या महत्व का एक",कार्यक्रम,"असे काहीतरी घडते किंवा होते, विशेषत: एक महत्त्व किंवा महत्त्व",,,,,,,,,,,,,Same
eventually,Eventually,In the end or finally,अंततः,अंत में या अंत में,अखेरीस,शेवटी किंवा शेवटी,,,,,,,,,,,,,Same
ever,Ever,At any time or always,कभी,किसी भी समय या हमेशा,कधीही,कोणत्याही वेळी किंवा नेहमीच,,,,,,,,,,,,,Same
every,Every,Each and all of a group or collection,प्रत्येक,प्रत्येक और सभी एक समूह या संग्रह,प्रत्येक,प्रत्येक आणि सर्व गट किंवा संग्रह,,,,,,,,,,,,,Same
everybody,Everybody,All people,हर कोई,सभी लोग,प्रत्येकजण,सर्व लोक,,,,,,,,,,,,,Same
everyday,Everyday,Occurring or used on a daily basis,रोज रोज,दैनिक आधार पर घटित या उपयोग किया जाता है,रोज,दररोज उद्भवते किंवा वापरली जाते,,,,,,,,,,,,,Same
everyone,Everyone,All people or everybody,सब लोग,सभी लोग या हर कोई,प्रत्येकजण,सर्व लोक किंवा प्रत्येकजण,,,,,,,,,,,,,Same
everything,Everything,All things or all possible things,सब कुछ,सभी चीजें या सभी संभव चीजें,सर्वकाही,सर्व गोष्टी किंवा सर्व संभाव्य गोष्टी,,,,,,,,,,,,,Same
everywhere,Everywhere,In or to all places or locations,हर जगह,में या सभी स्थानों या स्थानों पर,सर्वत्र,सर्व ठिकाणी किंवा ठिकाणी किंवा मध्ये,,,,,,,,,,,,,Same
evidence,Evidence,Proof or information that supports a claim or belief,प्रमाण,प्रमाण या जानकारी जो किसी दावे या विश्वास का समर्थन करती है,पुरावा,दावा किंवा विश्वासाचे समर्थन करणारा पुरावा किंवा माहिती,,,,,,,,,,,,,Same
evil,Evil,Morally bad or wicked,बुराई,नैतिक रूप से बुरा या दुष्ट,वाईट,नैतिकदृष्ट्या वाईट किंवा दुष्ट,,,,,,,,,,,,,Same
exact,Exact,Accurate or precise,एकदम सही,सटीक या सटीक,अचूक,अचूक किंवा अचूक,,,,,,,,,,,,,Same
exactly,Exactly,In an accurate or precise manner,बिल्कुल,एक सटीक या सटीक तरीके से,नक्की,अचूक किंवा अचूक पद्धतीने,,,,,,,,,,,,,Same
exam,Exam,A test or evaluation of knowledge or ability,परीक्षा,ज्ञान या क्षमता का परीक्षण या मूल्यांकन,परीक्षा,ज्ञान किंवा क्षमतेची चाचणी किंवा मूल्यांकन,,,,,,,,,,,,,Same
examination,Examination,A formal test or evaluation of knowledge or ability,इंतिहान,एक औपचारिक परीक्षण या ज्ञान या क्षमता का मूल्यांकन,परीक्षा,औपचारिक चाचणी किंवा ज्ञान किंवा क्षमतेचे मूल्यांकन,,,,,,,,,,,,,Same
